reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
df4a3c7c-ff4c-4290-8311-a47a06cfac4b,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,更新前說我手機版本不支援，更新後還是一樣。 之前用都沒事，這一個月發生什麼事？,1,1,3.15.1204,2017-12-15 08:29:54,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:33:58,3.15.1204
53b02b8b-e27c-461a-be8c-6539987fdb61,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,更新後 畫面停於初始化 就無法進入系統  ios更新無異常,1,0,3.15.1204,2017-12-14 16:49:43,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:34:09,3.15.1204
8783dc83-5215-4df5-ba98-bbee7be5bb54,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,強制更新後超難用，初始化轉不停，移除後再到櫃檯重新申請後還是一樣,1,0,3.15.1204,2017-12-13 22:32:03,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:34:16,3.15.1204
ba63cb40-b451-4c3b-9357-f0933255b922,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,一直初始化是怎樣，搞什麼飛機,1,1,3.15.1204,2017-12-08 19:34:03,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:34:41,3.15.1204
2897b874-1fd1-4c1b-94cf-56d5af8d67fe,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,更新最新版後 一直初始資料 這版本有問題 請推回前一版止血吧！否則大家都登不進去,2,4,3.15.1204,2017-12-08 18:41:25,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:34:50,3.15.1204
1005e28a-1965-4d17-99f0-18374ea51773,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,更新後，畫面就停在初始化，完全沒有進展,1,3,3.15.1204,2017-12-05 22:40:03,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:36:06,3.15.1204
8e109719-059a-4606-8acb-eb6437613147,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,無法登入,1,0,,2017-12-05 15:26:13,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:36:12,
6fac9b97-09d2-4d49-a244-c9c8fc58e6ef,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,還滿便利的，整體還不錯!,5,1,3.15.1120,2017-12-05 12:14:28,,,3.15.1120
a9283a57-d764-43c0-a5fc-fa566300fdfd,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,信用卡申辦服務很方便，不需再特別跑分行申請。,5,0,3.15.1120,2017-12-05 10:46:43,,,3.15.1120
1494aa85-b854-465a-b938-5c788c2e4e0a,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"開啟後要求強制更新，更新完轉帳時會要求""輸入目前您的轉帳機制""但這格點不進去，無法轉帳",1,2,3.15.1120,2017-12-02 23:57:47,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:36:48,3.15.1120
83b352dd-271a-4521-acef-d4fe7b3df54e,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,爛……手機版開不了…請官方解決…否則我去合作抗議！！！,1,0,3.13.7151,2017-12-02 12:24:26,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:37:05,3.13.7151
b8d05fea-36e0-48b7-8ab5-e7ffd30dff98,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,轉帳功能： 已有約定轉入帳號了，為何還要約定轉出帳號，轉出當然是本行，難道還能選別家銀行?！,2,0,3.15.1120,2017-12-02 07:47:37,您好，行動網銀之轉帳功能須洽營業單位辦理，並設定可約定轉出之帳號。,2017-12-25 09:37:20,3.15.1120
8499a558-0381-4216-b4ee-9ef65715ef43,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,我也想要用行動支ˊ付寶呢！,4,0,3.15.1120,2017-12-01 22:52:39,您好，感謝您寶貴的建議，未來改版會納入考量。,2017-12-25 09:37:36,3.15.1120
18c9f13d-e1f8-4ca1-a794-6059a2589886,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,搞甚麼，不能用。合金真的很爛,1,0,,2017-12-01 18:52:18,,,
5b129a33-7536-4b91-a823-ab1c0711d663,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,打不開app,1,0,,2017-12-01 18:50:36,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:37:50,
476192a0-2f68-4c51-804b-b02382e8ac03,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,程式開不了,1,1,3.15.1120,2017-12-01 18:09:37,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:37:55,3.15.1120
11105c8c-bf87-46d9-a13e-1c72f77ba292,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,打不開 怎麼回事。。。😒😒,1,0,3.15.1120,2017-12-01 17:54:35,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:38:02,3.15.1120
b4f768f7-6484-4441-aa07-0256446398c8,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,很糟，完全打不開,1,0,3.15.1120,2017-12-01 10:58:23,您好，已於2017/12/20更新版本，請下載使用。,2017-12-25 09:38:34,3.15.1120
73f13891-ac56-4ae0-bab0-3b4c55c41c80,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,程式開不了，超爛打電話反映客服，客服也還是叫我自己在轉打其他電話,1,4,3.15.1120,2017-11-28 13:32:47,,,3.15.1120
cd16ac7c-221e-4419-ac43-abf27ac99d7c,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,無法更新,1,0,3.11.3748,2017-11-28 11:34:17,,,3.11.3748
fb87010c-30f1-4026-b9f4-08ba40848721,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,登入及基金下單超級久打不開,1,0,3.15.1120,2017-11-27 13:07:40,,,3.15.1120
186c8fef-2f0c-4eb3-ada2-f4313955d057,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,今天要登入app等超久一直打不開，之前很快就能到首頁畫面,2,3,3.15.1120,2017-11-27 10:06:11,,,3.15.1120
201926c2-a899-449c-a510-aa1d1e5e8135,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,一直載入中無法進入,1,2,3.15.1120,2017-11-25 01:55:35,,,3.15.1120
5a618c35-a6ed-4bc9-813f-52a37229c945,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,為什麼更新後就無法進去,1,2,3.15.1120,2017-11-24 13:15:17,,,3.15.1120
37dd5c7b-cc53-43c5-8478-383ce1964a31,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,為何APP要讀取那麼久…,2,0,3.15.1120,2017-11-24 12:01:27,,,3.15.1120
667da9a2-d404-47e3-8e0a-8be28dcf1441,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App讀取數據時間太久，基金下單的畫面跑了快5分鐘還進不去頁面，請盡快改善,1,4,3.15.1120,2017-11-24 10:35:13,,,3.15.1120
5998c79c-6dcb-4591-a998-a3c4f546d2f6,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,輸入正確的帳號密碼，APP顯示“資料不正確”(又發生了，但是電腦版竟然也有這個問題),1,8,3.15.1120,2017-11-22 22:56:10,,,3.15.1120
e3c05331-0b4c-40fc-ad11-36a7dceaad6d,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"請問轉帳功能無“其他""帳戶選項了嗎？ 另已設定常用帳號,app卻無顯示。期望改善，謝謝。",3,0,3.15.1120,2017-11-22 11:38:48,,,3.15.1120
fb4e8782-7e1a-43f6-82d3-71b649683f28,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,無法登入，一直出現資料不正確,2,0,3.14.9031,2017-11-21 21:18:53,,,3.14.9031
98ca867e-b0e6-4e87-b7b7-006146155580,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,為什麼連設個常用帳戶都要SSL密碼，我只有申請OPT，難道不能用OTP嗎？,2,1,3.14.9031,2017-11-20 22:48:39,,,3.14.9031
064d09d5-003f-4712-afec-4a3e35992a39,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,第一次看到銀行沒有存款機，無言,1,0,3.14.7547,2017-11-20 16:50:58,,,3.14.7547
0f42edca-82df-4a52-b553-37e0446224ff,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,更新後無法登入,1,0,,2017-11-17 12:29:46,,,
59108ba4-f25b-46ed-b072-c2584e98a72c,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,舊系統無法更新，沒更新又無法使用，相容性不足。,1,1,3.14.8014,2017-11-16 08:47:16,,,3.14.8014
9dc2d080-64cc-4d09-a850-ebfe88640448,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,現在要轉帳 沒簡訊是哪招,1,0,3.14.9031,2017-11-14 12:39:29,,,3.14.9031
bb698880-126a-46f5-b916-4c526f45c3c6,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,如何加入,2,0,3.14.9031,2017-11-11 14:47:32,,,3.14.9031
38ed3c15-3be9-4f4a-a5e8-e7e4d46388ff,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App 卡在主畫面,3,0,3.14.9031,2017-11-11 08:03:29,,,3.14.9031
843444c6-f26f-4750-8ed1-4d6e2a3e2e5f,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,網路連線代碼到底是什麼.....,5,1,3.14.9031,2017-11-10 23:39:22,,,3.14.9031
f73e9216-6c76-40f1-af3e-9968d3efc548,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,更新以後，一直無法選擇轉賬機制，無法轉賬,2,0,3.14.9031,2017-11-10 13:22:14,,,3.14.9031
b4f852ef-74f7-4ea4-b320-f0794fc7a25a,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,簡訊認證碼已經過了時間才傳來有什麼用，連續兩次都這樣！！,3,1,3.14.9031,2017-11-10 11:38:10,,,3.14.9031
03004c0f-0187-4d59-9864-971ce2c4a8b5,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,明明沒填錯可是登不進去！,1,0,3.14.9031,2017-11-10 10:24:36,,,3.14.9031
ba6e8199-0553-403c-b588-07307deae4bf,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,是怎樣一直網路異常,1,0,3.14.9031,2017-11-09 19:45:02,,,3.14.9031
b7af316a-3c0d-4575-bdfe-3678a18db7cf,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,一直出錯，無法登入，差。。,1,0,3.14.9031,2017-11-07 08:43:47,,,3.14.9031
75762776-f2b2-4d19-84d9-f0bda6d1a7f9,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,無法登入,1,0,3.14.9031,2017-11-06 22:21:26,,,3.14.9031
0b0533da-d3e4-48d3-b13f-302cfaf7dc05,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,資料一直錯誤錯誤錯誤是要讓我抓狂嗎？？？？？？？？？？？？？？？？？？？？,1,0,3.14.9031,2017-11-05 01:33:06,,,3.14.9031
bbe64e7d-319d-4b54-a33f-b12f8447503c,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,昨天更新後就不能用了，，，,1,0,,2017-11-01 17:37:19,,,
5529d6db-61a2-4684-a796-d276c4bfab68,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,一天到晚出問題是怎樣啦,1,0,3.14.9031,2017-11-01 14:09:21,,,3.14.9031
288b1e07-3407-422e-9b69-399e7f0a5dca,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,轉帳，收不到簡訊密碼？？,1,0,3.14.9031,2017-10-28 11:00:39,,,3.14.9031
78b6984e-14ac-4a5d-bc71-815aca8838d0,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,更新後無法登入…………,1,2,3.14.9031,2017-10-25 22:23:20,,,3.14.9031
4415f890-232d-46a4-8cb5-073d82527eb9,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,有時Key in 帳號密碼都會連續出現字母，很不便,3,4,3.14.9031,2017-10-25 20:32:53,,,3.14.9031
dcf91f32-7839-4a12-af1e-37ad02f86b4b,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,有錢蓋新總部，沒錢更新app!!系統還是這樣陽春，轉帳一直不新增餘額顯示,1,15,3.14.9031,2017-10-25 15:16:14,,,3.14.9031
03db8e67-042d-486c-a553-21797d8c3d50,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,無法更新,1,0,3.13.7547,2017-10-24 14:18:52,,,3.13.7547
c6d08dce-e885-4cac-a570-086a760a54f6,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,合庫行動網銀服務 讚,5,6,3.14.9031,2017-10-24 11:12:03,,,3.14.9031
b33a5abe-2173-4e2f-979f-33bfb97df5dc,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,合庫行動網銀服務，讚!,5,2,3.14.9031,2017-10-24 11:10:23,,,3.14.9031
bd098ab7-9f90-4810-8e92-e551f343dae8,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,合庫行動網銀服務，讚！,5,4,3.14.9031,2017-10-24 11:07:14,,,3.14.9031
8188a29d-6269-46d1-af27-cd20c458ddb6,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,更新後無法登入...,1,0,3.14.9031,2017-10-23 09:34:22,,,3.14.9031
30995339-f211-4add-92a6-e4a7c5f2f859,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,無法更改定存的部打，很麻煩！,2,8,3.14.9031,2017-10-19 07:02:22,,,3.14.9031
e6c883f3-77ff-489a-b42f-556fe4245f21,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,很方便,5,1,3.13.7151,2017-10-17 23:52:22,,,3.13.7151
4213a5eb-713d-44d9-a3a3-be6ef875ff33,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,操作簡單,5,0,3.14.9030,2017-10-17 16:43:17,,,3.14.9030
38dd6e18-da51-488c-a7d7-6ce32dcb9935,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,超爛。每次都等不進去。都說資料錯誤。,1,0,3.14.9030,2017-10-13 04:33:16,,,3.14.9030
5e1ead91-88b9-48d5-a5d9-faf3da7e9b8f,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,好不容易先換的密碼，前幾天登入得進去，重新下載app現在是怎樣不讓登入？一直顯示密碼錯誤，密碼明明就是對的！！,1,5,3.14.9030,2017-10-07 07:11:40,,,3.14.9030
c95e1b72-4252-449e-b6b2-9582af948521,Google 使用者,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,超爛的設計。  一點都不符合人性就算了。 我在彰化找不到任何ATM就算了，還一直標記台北？  耗電量偷個資這樣多，還沒一點事情辦的起來。 裡面也沒有一個可以建議的地方…  我網路上評論這樣多東西，就這個我評一星都覺得太多了。,1,4,3.14.9030,2017-10-05 17:21:56,,,3.14.9030
